strain	cnag	cds_bp	mappable_bp	mappable_frac	call_parent	call_01	call_02	call_03	common_callable_bp	common_frac_mappable	common_frac_cds
208	CNAG_04796	1917	1917	1.000	1917	1917	1917	1917	1917	1.000	1.000
208	CNAG_00854	759	759	1.000	759	759	759	759	759	1.000	1.000
208	CNAG_05818	5793	5793	1.000	5793	5793	5793	5793	5793	1.000	1.000
208	CNAG_00914	1857	1857	1.000	1857	1857	1857	1857	1857	1.000	1.000
208	CNAG_06487	2832	2832	1.000	2832	2832	2832	2832	2832	1.000	1.000
208	CNAG_01845	3258	3258	1.000	3258	3258	3258	3258	3258	1.000	1.000
208	CNAG_00730	4629	4629	1.000	4629	4629	4629	4629	4629	1.000	1.000
208	CNAG_06150	2097	2097	1.000	2097	2097	2097	2097	2097	1.000	1.000
208	CNAG_06642	7080	7080	1.000	7080	7080	7080	7080	7080	1.000	1.000
208	CNAG_03765	2961	2961	1.000	2961	2961	2961	2961	2961	1.000	1.000
208	CNAG_05135	3351	3351	1.000	3351	3351	3351	3351	3351	1.000	1.000
208	CNAG_01230	1365	1365	1.000	1365	1365	1365	1365	1365	1.000	1.000
208	CNAG_03785	2625	2625	1.000	2625	2625	2625	2625	2625	1.000	1.000
208	CNAG_04514	1278	1278	1.000	1278	1278	1278	1278	1278	1.000	1.000
208	CNAG_00156	3282	3282	1.000	3282	3282	3282	3282	3282	1.000	1.000
208	CNAG_00888	525	525	1.000	525	525	525	525	525	1.000	1.000
208	CNAG_01232	4242	4242	1.000	4242	4242	4242	4242	4242	1.000	1.000
208	CNAG_00040	1641	1641	1.000	1641	1641	1641	1641	1641	1.000	1.000
208	CNAG_04678	1725	1725	1.000	1725	1725	1725	1725	1725	1.000	1.000
208	CNAG_01523	1095	1095	1.000	1095	1095	1095	1095	1095	1.000	1.000
208	CNAG_03347	2502	2502	1.000	2502	2502	2502	2502	2502	1.000	1.000
208	CNAG_00025	1831	1831	1.000	1831	1831	1831	1831	1831	1.000	1.000
208	CNAG_02217	2793	2793	1.000	2793	2793	2793	2793	2793	1.000	1.000
208	CNAG_05292	2007	2007	1.000	2007	2007	2007	2007	2007	1.000	1.000
213	CNAG_06508	5397	5397	1.000	5397	5397	5397	5397	5397	1.000	1.000
213	CNAG_04796	1917	1917	1.000	1917	1917	1917	1917	1917	1.000	1.000
213	CNAG_00854	759	759	1.000	759	759	759	759	759	1.000	1.000
213	CNAG_05818	5793	5793	1.000	5793	5793	5793	5793	5793	1.000	1.000
213	CNAG_00914	1857	1857	1.000	1857	1857	1857	1857	1857	1.000	1.000
213	CNAG_06487	2832	2832	1.000	2832	2832	2832	2832	2832	1.000	1.000
213	CNAG_01845	3258	3258	1.000	3258	3258	3258	3258	3258	1.000	1.000
213	CNAG_00730	4629	4629	1.000	4629	4629	4629	4629	4629	1.000	1.000
213	CNAG_06150	2097	2097	1.000	2097	2097	2097	2097	2097	1.000	1.000
213	CNAG_06642	7080	7080	1.000	7080	7080	7080	7080	7080	1.000	1.000
213	CNAG_03765	2961	2961	1.000	2961	2961	2961	2961	2961	1.000	1.000
213	CNAG_05135	3351	3351	1.000	3351	3351	3351	3351	3351	1.000	1.000
213	CNAG_01230	1365	1365	1.000	1365	1365	1365	1365	1365	1.000	1.000
213	CNAG_03785	2625	2625	1.000	2625	2625	2625	2625	2625	1.000	1.000
213	CNAG_04514	1278	1278	1.000	1278	1278	1278	1278	1278	1.000	1.000
213	CNAG_00156	3282	3282	1.000	3282	3282	3282	3282	3282	1.000	1.000
213	CNAG_00888	525	525	1.000	525	525	525	525	525	1.000	1.000
213	CNAG_01232	4242	4242	1.000	4242	4242	4242	4242	4242	1.000	1.000
213	CNAG_00040	1641	1641	1.000	1641	1641	1641	1641	1641	1.000	1.000
213	CNAG_04678	1725	1725	1.000	1725	1725	1725	1725	1725	1.000	1.000
213	CNAG_01523	1095	1095	1.000	1095	1095	1095	1095	1095	1.000	1.000
213	CNAG_03347	2502	2502	1.000	2502	2502	2502	2502	2502	1.000	1.000
213	CNAG_00025	1831	1831	1.000	1831	1831	1831	1831	1831	1.000	1.000
213	CNAG_02217	2793	2793	1.000	2793	2793	2793	2793	2793	1.000	1.000
213	CNAG_05292	2007	2007	1.000	2007	2007	2007	2007	2007	1.000	1.000
215	CNAG_06508	5397	5397	1.000	5397	5397	5397	5397	5397	1.000	1.000
215	CNAG_04796	1917	1917	1.000	1917	1917	1917	1917	1917	1.000	1.000
215	CNAG_00854	759	759	1.000	759	759	759	759	759	1.000	1.000
215	CNAG_05818	5793	5793	1.000	5793	5793	5793	5793	5793	1.000	1.000
215	CNAG_00914	1857	1857	1.000	1857	1857	1857	1857	1857	1.000	1.000
215	CNAG_06487	2832	2832	1.000	2832	2832	2832	2832	2832	1.000	1.000
215	CNAG_01845	3258	3258	1.000	3258	3258	3258	3258	3258	1.000	1.000
215	CNAG_00730	4629	4629	1.000	4629	4629	4629	4629	4629	1.000	1.000
215	CNAG_06150	2097	2097	1.000	2097	2097	2097	2097	2097	1.000	1.000
215	CNAG_06642	7080	7080	1.000	7080	7080	7080	7080	7080	1.000	1.000
215	CNAG_03765	2961	2961	1.000	2961	2961	2961	2961	2961	1.000	1.000
215	CNAG_05135	3351	3351	1.000	3351	3351	3351	3351	3351	1.000	1.000
215	CNAG_01230	1365	1365	1.000	1365	1365	1365	1365	1365	1.000	1.000
215	CNAG_03785	2625	2625	1.000	2625	2625	2625	2625	2625	1.000	1.000
215	CNAG_04514	1278	1278	1.000	1278	1278	1278	1278	1278	1.000	1.000
215	CNAG_00156	3282	3282	1.000	3282	3282	3282	3282	3282	1.000	1.000
215	CNAG_00888	525	525	1.000	525	525	525	525	525	1.000	1.000
215	CNAG_01232	4242	4242	1.000	4242	4242	4242	4242	4242	1.000	1.000
215	CNAG_00040	1641	1641	1.000	1641	1641	1641	1641	1641	1.000	1.000
215	CNAG_04678	1725	1725	1.000	1725	1725	1725	1725	1725	1.000	1.000
215	CNAG_01523	1095	1095	1.000	1095	1095	1095	1095	1095	1.000	1.000
215	CNAG_03347	2502	2502	1.000	2502	2502	2502	2502	2502	1.000	1.000
215	CNAG_00025	1831	1831	1.000	1831	1831	1831	1831	1831	1.000	1.000
215	CNAG_02217	2793	2793	1.000	2793	2793	2793	2793	2793	1.000	1.000
215	CNAG_05292	2007	2007	1.000	2007	2007	2007	2007	2007	1.000	1.000
217	CNAG_06508	5397	5397	1.000	5397	5397	5397	5397	5397	1.000	1.000
217	CNAG_04796	1917	1917	1.000	1917	1917	1917	1917	1917	1.000	1.000
217	CNAG_00854	759	759	1.000	759	759	759	759	759	1.000	1.000
217	CNAG_05818	5793	5793	1.000	5793	5793	5793	5793	5793	1.000	1.000
217	CNAG_00914	1857	1857	1.000	1857	1857	1857	1857	1857	1.000	1.000
217	CNAG_06487	2832	2832	1.000	2832	2832	2832	2832	2832	1.000	1.000
217	CNAG_01845	3258	3258	1.000	3258	3258	3258	3258	3258	1.000	1.000
217	CNAG_00730	4629	4629	1.000	4629	4629	4629	4629	4629	1.000	1.000
217	CNAG_06150	2097	2097	1.000	2097	2097	2097	2097	2097	1.000	1.000
217	CNAG_06642	7080	7080	1.000	7080	7080	7080	7080	7080	1.000	1.000
217	CNAG_03765	2961	2961	1.000	2961	2961	2961	2961	2961	1.000	1.000
217	CNAG_05135	3351	3351	1.000	3351	3351	3351	3351	3351	1.000	1.000
217	CNAG_01230	1365	1365	1.000	1365	1365	1365	1365	1365	1.000	1.000
217	CNAG_03785	2625	2625	1.000	2625	2625	2625	2625	2625	1.000	1.000
217	CNAG_04514	1278	1278	1.000	1278	1278	1278	1278	1278	1.000	1.000
217	CNAG_00156	3282	3282	1.000	3282	3282	3282	3282	3282	1.000	1.000
217	CNAG_00888	525	525	1.000	525	525	525	525	525	1.000	1.000
217	CNAG_01232	4242	4242	1.000	4242	4242	4242	4242	4242	1.000	1.000
217	CNAG_00040	1641	1641	1.000	1641	1641	1641	1641	1641	1.000	1.000
217	CNAG_04678	1725	1725	1.000	1725	1725	1725	1725	1725	1.000	1.000
217	CNAG_01523	1095	1095	1.000	1095	1095	1095	1095	1095	1.000	1.000
217	CNAG_03347	2502	2502	1.000	2502	2502	2502	2502	2502	1.000	1.000
217	CNAG_00025	1831	1831	1.000	1831	1831	1831	1831	1831	1.000	1.000
217	CNAG_02217	2793	2793	1.000	2793	2793	2793	2793	2793	1.000	1.000
217	CNAG_05292	2007	2007	1.000	2007	2007	2007	2007	2007	1.000	1.000
225	CNAG_06508	5397	5397	1.000	5397	5397	5397	5397	5397	1.000	1.000
225	CNAG_04796	1917	1917	1.000	1917	1917	1917	1917	1917	1.000	1.000
225	CNAG_00854	759	759	1.000	759	759	759	759	759	1.000	1.000
225	CNAG_05818	5793	5793	1.000	5793	5793	5793	5793	5793	1.000	1.000
225	CNAG_00914	1857	1857	1.000	1857	1857	1857	1857	1857	1.000	1.000
225	CNAG_06487	2832	2832	1.000	2832	2832	2832	2832	2832	1.000	1.000
225	CNAG_01845	3258	3258	1.000	3258	3258	3258	3258	3258	1.000	1.000
225	CNAG_00730	4629	4629	1.000	4629	4629	4629	4629	4629	1.000	1.000
225	CNAG_06150	2097	2097	1.000	2097	2097	2097	2097	2097	1.000	1.000
225	CNAG_06642	7080	7080	1.000	7080	7080	7080	7080	7080	1.000	1.000
225	CNAG_03765	2961	2961	1.000	2961	2961	2961	2961	2961	1.000	1.000
225	CNAG_05135	3351	3351	1.000	3351	3351	3351	3351	3351	1.000	1.000
225	CNAG_01230	1365	1365	1.000	1365	1365	1365	1365	1365	1.000	1.000
225	CNAG_03785	2625	2625	1.000	2625	2625	2625	2625	2625	1.000	1.000
225	CNAG_04514	1278	1278	1.000	1278	1278	1278	1278	1278	1.000	1.000
225	CNAG_00156	3282	3282	1.000	3282	3282	3282	3282	3282	1.000	1.000
225	CNAG_00888	525	525	1.000	525	525	525	525	525	1.000	1.000
225	CNAG_01232	4242	4242	1.000	4242	4242	4242	4242	4242	1.000	1.000
225	CNAG_00040	1641	1641	1.000	1641	1641	1641	1641	1641	1.000	1.000
225	CNAG_04678	1725	1725	1.000	1725	1725	1725	1725	1725	1.000	1.000
225	CNAG_01523	1095	1095	1.000	1095	1095	1095	1095	1095	1.000	1.000
225	CNAG_03347	2502	2502	1.000	2502	2502	2502	2502	2502	1.000	1.000
225	CNAG_00025	1831	1831	1.000	1831	1831	1831	1831	1831	1.000	1.000
225	CNAG_02217	2793	2793	1.000	2793	2793	2793	2793	2793	1.000	1.000
225	CNAG_05292	2007	2007	1.000	2007	2007	2007	2007	2007	1.000	1.000
226	CNAG_06508	5397	5397	1.000	5397	5397	5397	5397	5397	1.000	1.000
226	CNAG_04796	1917	1917	1.000	1917	1917	1917	1917	1917	1.000	1.000
226	CNAG_00854	759	759	1.000	759	759	759	759	759	1.000	1.000
226	CNAG_05818	5793	5793	1.000	5793	5793	5793	5793	5793	1.000	1.000
226	CNAG_00914	1857	1857	1.000	1857	1857	1857	1857	1857	1.000	1.000
226	CNAG_06487	2832	2832	1.000	2832	2832	2832	2832	2832	1.000	1.000
226	CNAG_01845	3258	3258	1.000	3258	3258	3258	3258	3258	1.000	1.000
226	CNAG_00730	4629	4629	1.000	4629	4629	4629	4629	4629	1.000	1.000
226	CNAG_06150	2097	2097	1.000	2097	2097	2097	2097	2097	1.000	1.000
226	CNAG_06642	7080	7080	1.000	7080	7080	7080	7080	7080	1.000	1.000
226	CNAG_03765	2961	2961	1.000	2961	2961	2961	2961	2961	1.000	1.000
226	CNAG_05135	3351	3351	1.000	3351	3351	3351	3351	3351	1.000	1.000
226	CNAG_01230	1365	1365	1.000	1365	1365	1365	1365	1365	1.000	1.000
226	CNAG_03785	2625	2625	1.000	2625	2625	2625	2625	2625	1.000	1.000
226	CNAG_04514	1278	1278	1.000	1278	1278	1278	1278	1278	1.000	1.000
226	CNAG_00156	3282	3282	1.000	3282	3282	3282	3282	3282	1.000	1.000
226	CNAG_00888	525	525	1.000	525	525	525	525	525	1.000	1.000
226	CNAG_01232	4242	4242	1.000	4242	4242	4242	4242	4242	1.000	1.000
226	CNAG_00040	1641	1641	1.000	1641	1641	1641	1641	1641	1.000	1.000
226	CNAG_04678	1725	1725	1.000	1725	1725	1725	1725	1725	1.000	1.000
226	CNAG_01523	1095	1095	1.000	1095	1095	1095	1095	1095	1.000	1.000
226	CNAG_03347	2502	2502	1.000	2502	2502	2502	2502	2502	1.000	1.000
226	CNAG_00025	1831	1831	1.000	1831	1831	1831	1831	1831	1.000	1.000
226	CNAG_02217	2793	2793	1.000	2793	2793	2793	2793	2793	1.000	1.000
226	CNAG_05292	2007	2007	1.000	2007	2007	2007	2007	2007	1.000	1.000
H99	CNAG_06508	5397	5397	1.000	5397	5397	5397	5397	5397	1.000	1.000
H99	CNAG_04796	1917	1917	1.000	1917	1917	1917	1917	1917	1.000	1.000
H99	CNAG_00854	759	759	1.000	759	759	759	759	759	1.000	1.000
H99	CNAG_05818	5793	5793	1.000	5793	5793	5793	5793	5793	1.000	1.000
H99	CNAG_00914	1857	1857	1.000	1857	1857	1857	1857	1857	1.000	1.000
H99	CNAG_06487	2832	2832	1.000	2832	2832	2832	2832	2832	1.000	1.000
H99	CNAG_01845	3258	3258	1.000	3258	3258	3258	3258	3258	1.000	1.000
H99	CNAG_00730	4629	4629	1.000	4629	4629	4629	4629	4629	1.000	1.000
H99	CNAG_06150	2097	2097	1.000	2097	2097	2097	2097	2097	1.000	1.000
H99	CNAG_06642	7080	7080	1.000	7080	7080	7080	7080	7080	1.000	1.000
H99	CNAG_03765	2961	2961	1.000	2961	2961	2961	2961	2961	1.000	1.000
H99	CNAG_05135	3351	3351	1.000	3351	3351	3351	3351	3351	1.000	1.000
H99	CNAG_01230	1365	1365	1.000	1365	1365	1365	1365	1365	1.000	1.000
H99	CNAG_03785	2625	2625	1.000	2625	2625	2625	2625	2625	1.000	1.000
H99	CNAG_04514	1278	1278	1.000	1278	1278	1278	1278	1278	1.000	1.000
H99	CNAG_00156	3282	3282	1.000	3282	3282	3282	3282	3282	1.000	1.000
H99	CNAG_00888	525	525	1.000	525	525	525	525	525	1.000	1.000
H99	CNAG_01232	4242	4242	1.000	4242	4242	4242	4242	4242	1.000	1.000
H99	CNAG_00040	1641	1641	1.000	1641	1641	1641	1641	1641	1.000	1.000
H99	CNAG_04678	1725	1725	1.000	1725	1725	1725	1725	1725	1.000	1.000
H99	CNAG_01523	1095	1095	1.000	1095	1095	1095	1095	1095	1.000	1.000
H99	CNAG_03347	2502	2502	1.000	2502	2502	2502	2502	2502	1.000	1.000
H99	CNAG_00025	1831	1831	1.000	1831	1831	1831	1831	1831	1.000	1.000
H99	CNAG_02217	2793	2793	1.000	2793	2793	2793	2793	2793	1.000	1.000
H99	CNAG_05292	2007	2007	1.000	2007	2007	2007	2007	2007	1.000	1.000
