sample	chrom	chr_length	chr_bases	chr_mean_depth	chr_min_depth	chr_max_depth	sample_mean_depth_nuclear	chr_depth_norm	chr_log2_norm
Cn77	NC_026746.1	1621675	591655009	364.84	0	17833	290.85154743800456	1.2543856246037892	0.32698093121781474
Cn77	NC_026747.1	1575141	443649303	281.66	0	3920	290.85154743800456	0.9683978045880477	-0.04632828621710368
Cn77	NC_026748.1	1084805	305295102	281.43	0	1424	290.85154743800456	0.9676070231669894	-0.047506854040570964
Cn77	NC_026749.1	1814975	519430861	286.19	0	2880	290.85154743800456	0.9839727604028025	-0.023309717306325327
Cn77	NC_026750.1	1422463	407138692	286.22	0	1635	290.85154743800456	0.9840759058055493	-0.023158494052831036
Cn77	NC_026751.1	1399503	400623541	286.26	0	1869	290.85154743800456	0.9842134330092115	-0.022956887702462674
Cn77	NC_026752.1	1398693	393010931	280.98	0	3174	290.85154743800456	0.9660598421257887	-0.049815535987702504
Cn77	NC_026753.1	1186808	331471907	279.3	0	2250	290.85154743800456	0.9602836995719722	-0.05846740624061153
Cn77	NC_026754.1	1059964	302997889	285.86	0	1491	290.85154743800456	0.9828381609725886	-0.02497422011658554
Cn77	NC_026755.1	1561994	435172924	278.6	0	3685	290.85154743800456	0.9578769735078821	-0.062087721919308385
Cn77	NC_026756.1	774062	224859057	290.49	0	2332	290.85154743800456	0.9987569347964992	-0.0017944795633586012
Cn77	NC_026757.1	756744	220135259	290.9	0	3643	290.85154743800456	1.0001665886340376	2.4031657974488862e-4
Cn77	NC_026758.1	942867	264563947	280.6	0	4117	290.85154743800456	0.9647533336909969	-0.05176797090066212
Cn78	NC_026745.1	2291499	494309595	215.71	0	1617	218.66395907341584	0.9864908735489233	-0.019622390868700112
Cn78	NC_026746.1	1621675	423498933	261.15	0	10648	218.66395907341584	1.1942983247290404	0.25616325356147324
Cn78	NC_026747.1	1575141	338454931	214.87	0	1570	218.66395907341584	0.9826493625676007	-0.025251381401182126
Cn78	NC_026748.1	1084805	232929370	214.72	0	1544	218.66395907341584	0.9819633784637931	-0.026258873497962767
Cn78	NC_026749.1	1814975	392650878	216.34	0	2274	218.66395907341584	0.9893720067849152	-0.01541501431533645
Cn78	NC_026750.1	1422463	306239726	215.29	0	1383	218.66395907341584	0.984570118058262	-0.022434140794326995
Cn78	NC_026751.1	1399503	301607086	215.51	0	2056	218.66395907341584	0.9855762280771798	-0.02096063598194662
Cn78	NC_026752.1	1398693	296505463	211.99	0	9258	218.66395907341584	0.9694784677744948	-0.04471923861813675
Cn78	NC_026753.1	1186808	254021385	214.04	0	1819	218.66395907341584	0.9788535838598652	-0.030835016096783997
Cn78	NC_026754.1	1059964	227696295	214.82	0	1710	218.66395907341584	0.9824207011996648	-0.02558713393147152
Cn78	NC_026755.1	1561994	332258428	212.71	0	2579	218.66395907341584	0.9727711914727712	-0.039827590750999925
Cn78	NC_026756.1	774062	165852646	214.26	0	1614	218.66395907341584	0.979859693878783	-0.029352910390924674
Cn78	NC_026757.1	756744	165484508	218.68	0	1715	218.66395907341584	1.0000733588043138	1.058305014370075e-4
Cn78	NC_026758.1	942867	199313809	211.39	0	618	218.66395907341584	0.9667345313592642	-0.04880831984079562
Cn79	NC_026745.1	2291499	477405068	208.34	0	2228	205.12541833647035	1.0156712985138523	0.02243357855601016
Cn79	NC_026746.1	1621675	403977915	249.11	0	11326	205.12541833647035	1.214427748741412	0.28027666071636365
Cn79	NC_026747.1	1575141	317482296	201.56	0	1340	205.12541833647035	0.9826183494693869	-0.025296914579919453
Cn79	NC_026748.1	1084805	220529511	203.29	0	1458	205.12541833647035	0.9910522140485793	-0.01296702641147688
Cn79	NC_026749.1	1814975	370822479	204.31	0	1106	205.12541833647035	0.9960247816039415	-0.005746457159929526
Cn79	NC_026750.1	1422463	282304080	198.46	0	1122	205.12541833647035	0.9675056441540709	-0.047658017331258365
Cn79	NC_026751.1	1399503	277721370	198.44	0	1840	205.12541833647035	0.9674081428294559	-0.04780341365699399
Cn79	NC_026752.1	1398693	279550380	199.87	0	1363	205.12541833647035	0.9743794875394243	-0.03744433267825908
Cn79	NC_026753.1	1186808	228636536	192.65	0	1212	205.12541833647035	0.9391815093534301	-0.0905240900027598
Cn79	NC_026754.1	1059964	214030233	201.92	0	2248	205.12541833647035	0.9843733733124558	-0.022722460567123213
Cn79	NC_026755.1	1561994	308977446	197.81	0	1495	205.12541833647035	0.9643368511040853	-0.05239091468714285
Cn79	NC_026756.1	774062	154188522	199.19	0	2233	205.12541833647035	0.9710644425025162	-0.04236105486201631
Cn79	NC_026757.1	756744	155120692	204.98	0	998	205.12541833647035	0.9992910759785419	-0.0010231238715340835
Cn79	NC_026758.1	942867	184317339	195.49	0	680	205.12541833647035	0.953026697448752	-0.06941146549775969
Cn80	NC_026745.1	2291499	566013046	247.01	0	1793	265.03087687474266	0.932004613623719	-0.1015909983387237
Cn80	NC_026746.1	1621675	540287520	333.17	0	20794	265.03087687474266	1.2570988102547043	0.33009805267157816
Cn80	NC_026747.1	1575141	392147144	248.96	0	2128	265.03087687474266	0.9393622469040165	-0.09024648223571224
Cn80	NC_026748.1	1084805	268687176	247.68	0	1655	265.03087687474266	0.9345326209559238	-0.09768307107749392
Cn80	NC_026749.1	1814975	438686144	241.7	0	3500	265.03087687474266	0.9119692122296785	-0.13294297456895932
Cn80	NC_026750.1	1422463	357707525	251.47	0	973	265.03087687474266	0.9488328415366043	-0.07577414876608535
Cn80	NC_026751.1	1399503	347365397	248.21	0	2799	265.03087687474266	0.936532387950056	-0.09459920706403549
Cn80	NC_026752.1	1398693	346205740	247.52	0	11211	265.03087687474266	0.9339289177124123	-0.09861534577286851
Cn80	NC_026753.1	1186808	296627902	249.94	0	3241	265.03087687474266	0.9430599292705248	-0.0845786411511722
Cn80	NC_026754.1	1059964	267769931	252.62	0	1727	265.03087687474266	0.9531719585993438	-0.06919158543296863
Cn80	NC_026755.1	1561994	386591131	247.5	0	3159	265.03087687474266	0.9338534548069733	-0.09873192248020748
Cn80	NC_026756.1	774062	192219544	248.33	0	2739	265.03087687474266	0.9369851653826896	-0.09390188798288551
Cn80	NC_026757.1	756744	186876859	246.95	0	1516	265.03087687474266	0.9317782249074023	-0.10194147895609768
Cn80	NC_026758.1	942867	419564387	444.99	0	1646	265.03087687474266	1.679011914563859	0.7476124679290259
Cn81	NC_026745.1	2291499	438240711	191.25	0	1505	201.1618043921313	0.9507272047887884	-0.07289665154679607
Cn81	NC_026746.1	1621675	361027707	222.63	0	8174	201.1618043921313	1.106721033213741	0.14629161352091036
Cn81	NC_026747.1	1575141	306768070	194.76	0	2940	201.1618043921313	0.9681758452531473	-0.04665899363240732
Cn81	NC_026748.1	1084805	207469443	191.25	0	1375	201.1618043921313	0.9507272047887884	-0.07289665154679607
Cn81	NC_026749.1	1814975	351468539	193.65	0	1439	201.1618043921313	0.9626578991233928	-0.05490489798582558
Cn81	NC_026750.1	1422463	271228923	190.68	0	818	201.1618043921313	0.9478936648843198	-0.07720286883185962
Cn81	NC_026751.1	1399503	264986447	189.34	0	2898	201.1618043921313	0.941232360547499	-0.08737717211645596
Cn81	NC_026752.1	1398693	265271331	189.66	0	19459	201.1618043921313	0.9428231197921129	-0.08494095827588036
Cn81	NC_026753.1	1186808	220575572	185.86	0	1272	201.1618043921313	0.9239328537623227	-0.11414008638895734
Cn81	NC_026754.1	1059964	204798830	193.21	0	1833	201.1618043921313	0.9604706051620486	-0.058186633454520006
Cn81	NC_026755.1	1561994	293142674	187.67	0	2110	201.1618043921313	0.93293058573967	-0.10015835286136975
Cn81	NC_026756.1	774062	289878317	374.49	0	3653	201.1618043921313	1.8616357172358347	0.8965707955855364
Cn81	NC_026757.1	756744	148821661	196.66	0	1714	201.1618043921313	0.9776209782680424	-0.03265285134431877
Cn81	NC_026758.1	942867	176508246	187.2	0	743	201.1618043921313	0.9305941580991434	-0.10377596443076813
Cn82	NC_026745.1	2291499	501906658	219.03	0	1554	223.05023637204914	0.9819760945451618	-0.026240191224112187
Cn82	NC_026746.1	1621675	431376818	266.01	0	10324	223.05023637204914	1.192601291649356	0.25411180438948805
Cn82	NC_026747.1	1575141	345424423	219.3	0	1621	223.05023637204914	0.9831865841836916	-0.02446286496168224
Cn82	NC_026748.1	1084805	236404870	217.92	0	1680	223.05023637204914	0.9769996371423167	-0.0335700685105671
Cn82	NC_026749.1	1814975	399060508	219.87	0	2218	223.05023637204914	0.9857420623094768	-0.020717906813069543
Cn82	NC_026750.1	1422463	313726933	220.55	0	1533	223.05023637204914	0.9887907028805891	-0.016262916543058205
Cn82	NC_026751.1	1399503	308195352	220.22	0	1886	223.05023637204914	0.9873112155446081	-0.01842317904934746
Cn82	NC_026752.1	1398693	301163186	215.32	0	10898	223.05023637204914	0.96534307025277	-0.05088634650320766
Cn82	NC_026753.1	1186808	259914555	219	0	1737	223.05023637204914	0.9818415956964361	-0.026437807146740176
Cn82	NC_026754.1	1059964	232920998	219.74	0	1476	223.05023637204914	0.9851592339649995	-0.02157116474979777
Cn82	NC_026755.1	1561994	341130344	218.39	0	2462	223.05023637204914	0.9791067857723502	-0.03046187969301637
Cn82	NC_026756.1	774062	170043130	219.68	0	1390	223.05023637204914	0.9848902362675485	-0.02196514637553752
Cn82	NC_026757.1	756744	168338766	222.45	0	1740	223.05023637204914	0.9973089632998732	-0.003887578459489221
Cn82	NC_026758.1	942867	204078523	216.44	0	605	223.05023637204914	0.9703643606051902	-0.04340153054018674
Cn83	NC_026745.1	2291499	497993976	217.32	0	1355	222.46585125672053	0.9768690285378571	-0.033762945738747094
Cn83	NC_026746.1	1621675	440246590	271.48	0	12692	222.46585125672053	1.220322123446795	0.28726202037664417
Cn83	NC_026747.1	1575141	342939213	217.72	0	1599	222.46585125672053	0.978667057303802	-0.031109956684977208
Cn83	NC_026748.1	1084805	235794846	217.36	0	1547	222.46585125672053	0.9770488314144516	-0.03349742718809614
Cn83	NC_026749.1	1814975	395954314	218.16	0	1061	222.46585125672053	0.9806448889463414	-0.028197292494807822
Cn83	NC_026750.1	1422463	310461065	218.26	0	1023	222.46585125672053	0.9810943961378276	-0.027536142654682343
Cn83	NC_026751.1	1399503	306023186	218.67	0	1595	222.46585125672053	0.982937375622921	-0.024828591603588968
Cn83	NC_026752.1	1398693	299908543	214.42	0	8455	222.46585125672053	0.9638333199847566	-0.05314441858031022
Cn83	NC_026753.1	1186808	262857044	221.48	0	1699	222.46585125672053	0.9955685277036839	-0.006407470879675291
Cn83	NC_026754.1	1059964	231830788	218.72	0	1935	222.46585125672053	0.9831621292186642	-0.024498749804011143
Cn83	NC_026755.1	1561994	337469589	216.05	0	2358	222.46585125672053	0.9711602872059821	-0.042218666932975026
Cn83	NC_026756.1	774062	169080831	218.43	0	1836	222.46585125672053	0.9818585583633542	-0.026412882816624926
Cn83	NC_026757.1	756744	168396939	222.53	0	1779	222.46585125672053	1.0002883532142892	4.1594578550899257e-4
Cn83	NC_026758.1	942867	203688408	216.03	0	749	222.46585125672053	0.9710703857676849	-0.04235222507423768
Cn84	NC_026745.1	2291499	712568719	310.96	0	1473	211.9614711998337	1.4670590755941306	0.5529269666832068
Cn84	NC_026746.1	1621675	356018672	219.54	0	5313	211.9614711998337	1.0357542753278088	0.05068177540425304
Cn84	NC_026747.1	1575141	309789753	196.67	0	1290	211.9614711998337	0.9278573076829743	-0.10802514010211992
Cn84	NC_026748.1	1084805	212583844	195.97	0	1630	211.9614711998337	0.9245548206977804	-0.11316922933684685
Cn84	NC_026749.1	1814975	359053411	197.83	0	1152	211.9614711998337	0.9333300004012957	-0.09954082542210137
Cn84	NC_026750.1	1422463	280530401	197.21	0	857	211.9614711998337	0.9304049405001239	-0.10406933726786453
Cn84	NC_026751.1	1399503	273541257	195.46	0	1223	211.9614711998337	0.9221487230371391	-0.11692864934655967
Cn84	NC_026752.1	1398693	269619696	192.77	0	3281	211.9614711998337	0.9094577373368941	-0.13692149774853224
Cn84	NC_026753.1	1186808	239830637	202.08	0	1517	211.9614711998337	0.9533808142399728	-0.06887550186843797
Cn84	NC_026754.1	1059964	208334269	196.55	0	1754	211.9614711998337	0.9272911670569411	-0.10890568234453375
Cn84	NC_026755.1	1561994	300534205	192.4	0	1793	211.9614711998337	0.9077121370732916	-0.13969324699858596
Cn84	NC_026756.1	774062	151413578	195.61	0	1604	211.9614711998337	0.9228563988196807	-0.11582192028656596
Cn84	NC_026757.1	756744	150113590	198.37	0	1816	211.9614711998337	0.9358776332184452	-0.09560818632831687
Cn84	NC_026758.1	942867	180273029	191.2	0	611	211.9614711998337	0.9020507308129592	-0.1487195227878794
Cn85	NC_026745.1	2291499	423917903	185	0	1149	187.8572536419484	0.9847902937653168	-0.022111552404605585
Cn85	NC_026746.1	1621675	342668502	211.31	0	6672	187.8572536419484	1.1248434431110763	0.16972421960718215
Cn85	NC_026747.1	1575141	303806107	192.88	0	1704	187.8572536419484	1.0267370370889422	0.03806673290688369
Cn85	NC_026748.1	1084805	199664243	184.06	0	1057	187.8572536419484	0.9797864944348336	-0.029460689514993702
Cn85	NC_026749.1	1814975	338122300	186.3	0	1180	187.8572536419484	0.9917104417755597	-0.012009148866642302
Cn85	NC_026750.1	1422463	264005300	185.6	0	1085	187.8572536419484	0.9879842082315827	-0.01744011268070788
Cn85	NC_026751.1	1399503	259519074	185.44	0	1277	187.8572536419484	0.9871324977072451	-0.01868435168917067
Cn85	NC_026752.1	1398693	255686664	182.8	0	1255	187.8572536419484	0.9730792740556753	-0.03937075275021021
Cn85	NC_026753.1	1186808	216996555	182.84	0	1469	187.8572536419484	0.9732922016867596	-0.03905509909160756
Cn85	NC_026754.1	1059964	194128851	183.15	0	1012	187.8572536419484	0.9749423908276637	-0.036611122099720624
Cn85	NC_026755.1	1561994	287603294	184.13	0	1573	187.8572536419484	0.9801591177892313	-0.028912121362251995
Cn85	NC_026756.1	774062	145476531	187.94	0	1274	187.8572536419484	1.0004404746500197	6.353306799611794e-4
Cn85	NC_026757.1	756744	140921896	186.22	0	1786	187.8572536419484	0.9912845865133908	-0.012628796697875143
Cn85	NC_026758.1	942867	176330415	187.02	0	1621	187.8572536419484	0.9955431391350787	-0.006444262349118105
Cn86	NC_026745.1	2291499	436360788	190.43	0	1277	206.7343242959828	0.9211339270752167	-0.118517164542103
Cn86	NC_026746.1	1621675	422359592	260.45	0	15703	206.7343242959828	1.2598294980136542	0.3332284964119274
Cn86	NC_026747.1	1575141	302744862	192.2	0	1607	206.7343242959828	0.929695640308022	-0.10516960456502455
Cn86	NC_026748.1	1084805	207707730	191.47	0	1263	206.7343242959828	0.9261645382402549	-0.11065957589839152
Cn86	NC_026749.1	1814975	338176589	186.33	0	2840	206.7343242959828	0.9013017099822777	-0.14991796705827456
Cn86	NC_026750.1	1422463	276496897	194.38	0	742	206.7343242959828	0.9402405752501214	-0.08889815478429919
Cn86	NC_026751.1	1399503	268241269	191.67	0	2344	206.7343242959828	0.9271319634643006	-0.10915339521046845
Cn86	NC_026752.1	1398693	266300884	190.39	0	6602	206.7343242959828	0.9209404420304075	-0.11882023581907268
Cn86	NC_026753.1	1186808	229501726	193.38	0	2645	206.7343242959828	0.9354034491298923	-0.096339346445436
Cn86	NC_026754.1	1059964	206315913	194.64	0	1249	206.7343242959828	0.9414982280413808	-0.08696971528770815
Cn86	NC_026755.1	1561994	301179668	192.82	0	2647	206.7343242959828	0.9326946585025641	-0.10052323970865948
Cn86	NC_026756.1	774062	149057327	192.57	0	1101	206.7343242959828	0.9314853769725068	-0.10239497385232259
Cn86	NC_026757.1	756744	144696456	191.21	0	1085	206.7343242959828	0.9249068854489954	-0.11261996456959403
Cn86	NC_026758.1	942867	356318319	377.91	0	1127	206.7343242959828	1.8279983320957578	0.8702647540511923
Cn87	NC_026745.1	2291499	425546020	185.71	0	2094	184.16983368916934	1.008362750185408	0.012014729858696106
Cn87	NC_026746.1	1621675	354457302	218.57	0	9390	184.16983368916934	1.186785021312932	0.2470586234593635
Cn87	NC_026747.1	1575141	286201555	181.7	0	1032	184.16983368916934	0.9865893689552993	-0.019478353306125736
Cn87	NC_026748.1	1084805	196671750	181.3	0	1143	184.16983368916934	0.9844174606031688	-0.02265784779608338
Cn87	NC_026749.1	1814975	328168888	180.81	0	840	184.16983368916934	0.9817568728718089	-0.02656230225199944
Cn87	NC_026750.1	1422463	256153492	180.08	0	816	184.16983368916934	0.9777931401291706	-0.0323988109734481
Cn87	NC_026751.1	1399503	253537006	181.16	0	1425	184.16983368916934	0.9836572926799231	-0.02377232837749215
Cn87	NC_026752.1	1398693	250509405	179.1	0	1082	184.16983368916934	0.9724719646664507	-0.04027143555428037
Cn87	NC_026753.1	1186808	210363966	177.25	0	1075	184.16983368916934	0.962426888537847	-0.05525114541336305
Cn87	NC_026754.1	1059964	191834599	180.98	0	2036	184.16983368916934	0.9826799339214642	-0.025206498194388718
Cn87	NC_026755.1	1561994	281281088	180.08	0	1042	184.16983368916934	0.9777931401291706	-0.0323988109734481
Cn87	NC_026756.1	774062	139321887	179.99	0	1762	184.16983368916934	0.9773044607499413	-0.03312001827416188
Cn87	NC_026757.1	756744	136495010	180.37	0	704	184.16983368916934	0.9793677736844653	-0.030077370262499587
Cn87	NC_026758.1	942867	168645905	178.86	0	551	184.16983368916934	0.9711688196551725	-0.04220599171527866
Cn88	NC_026745.1	2291499	461991902	201.61	0	1536	205.05113102174118	0.9832181807308523	-0.02441650199235347
Cn88	NC_026746.1	1621675	396578102	244.55	0	10095	205.05113102174118	1.1926293641075836	0.2541457633663061
Cn88	NC_026747.1	1575141	320554271	203.51	0	1725	205.05113102174118	0.9924841622961944	-0.010884014454483573
Cn88	NC_026748.1	1084805	216942853	199.98	0	1483	205.05113102174118	0.9752689439142693	-0.03612797802744154
Cn88	NC_026749.1	1814975	365608349	201.44	0	1213	205.05113102174118	0.9823891192223743	-0.025633513139829436
Cn88	NC_026750.1	1422463	288744541	202.99	0	815	205.05113102174118	0.9899482094467325	-0.01457504437068945
Cn88	NC_026751.1	1399503	281943354	201.46	0	1302	205.05113102174118	0.9824866558704306	-0.0254902820609438
Cn88	NC_026752.1	1398693	277516718	198.41	0	9059	205.05113102174118	0.9676123170418551	-0.047498960933203584
Cn88	NC_026753.1	1186808	242091125	203.99	0	1208	205.05113102174118	0.994825041849544	-0.007485271191165586
Cn88	NC_026754.1	1059964	215283884	203.1	0	1657	205.05113102174118	0.9904846610110416	-0.013793461675330626
Cn88	NC_026755.1	1561994	310703896	198.91	0	1886	205.05113102174118	0.9700507332432609	-0.04386789327372454
Cn88	NC_026756.1	774062	154230309	199.25	0	1737	205.05113102174118	0.9717088562602169	-0.0414039770936494
Cn88	NC_026757.1	756744	154213029	203.78	0	1627	205.05113102174118	0.9938009070449535	-0.008971236246814743
Cn88	NC_026758.1	942867	187258158	198.61	0	563	205.05113102174118	0.9685876835224175	-0.04604543701710339
Cn89	NC_026745.1	2291499	467786698	204.14	0	1430	207.53231953111697	0.9836540181366386	-0.023777131041241188
Cn89	NC_026746.1	1621675	402723190	248.34	0	10831	207.53231953111697	1.1966328934263388	0.25898062591163973
Cn89	NC_026747.1	1575141	321804372	204.3	0	2174	207.53231953111697	0.984424982391081	-0.02264682441921724
Cn89	NC_026748.1	1084805	219972777	202.78	0	1359	207.53231953111697	0.9771008219738786	-0.03342066078267172
Cn89	NC_026749.1	1814975	371439831	204.65	0	997	207.53231953111697	0.9861114666976736	-0.020177361709359874
Cn89	NC_026750.1	1422463	291619422	205.01	0	848	207.53231953111697	0.9878461362701688	-0.01764174510820472
Cn89	NC_026751.1	1399503	285694088	204.14	0	1169	207.53231953111697	0.9836540181366386	-0.023777131041241188
Cn89	NC_026752.1	1398693	280072535	200.24	0	9348	207.53231953111697	0.9648617644346063	-0.05160583235147509
Cn89	NC_026753.1	1186808	240725356	202.83	0	1290	207.53231953111697	0.9773417483033918	-0.03306497550661923
Cn89	NC_026754.1	1059964	216451897	204.21	0	1343	207.53231953111697	0.9839913149979571	-0.02328251292515728
Cn89	NC_026755.1	1561994	316189396	202.43	0	1527	207.53231953111697	0.9754143376672859	-0.03591291610650107
Cn89	NC_026756.1	774062	157534289	203.52	0	1394	207.53231953111697	0.9806665316506745	-0.02816545275545158
Cn89	NC_026757.1	756744	157152699	207.67	0	2067	207.53231953111697	1.0006634170002728	9.567910756828357e-4
Cn89	NC_026758.1	942867	191366552	202.96	0	597	207.53231953111697	0.9779681567601263	-0.03214060397586776
Cn90	NC_026745.1	2291499	519070352	226.52	0	1718	230.1346526923948	0.9842933141527962	-0.02283979983376261
Cn90	NC_026746.1	1621675	457561894	282.15	0	13575	230.1346526923948	1.2260213605342196	0.2939841148103693
Cn90	NC_026747.1	1575141	362759163	230.3	0	2796	230.1346526923948	1.0007184807054077	0.0010361763588635704
Cn90	NC_026748.1	1084805	241842968	222.94	0	1515	230.1346526923948	0.9687372040315397	-0.04582274592503524
Cn90	NC_026749.1	1814975	411473124	226.71	0	1041	230.1346526923948	0.9851189177625835	-0.02163020614479075
Cn90	NC_026750.1	1422463	322125530	226.46	0	887	230.1346526923948	0.9840325972233896	-0.023221987581387556
Cn90	NC_026751.1	1399503	316110950	225.87	0	1821	230.1346526923948	0.9814688807508921	-0.026985569730918084
Cn90	NC_026752.1	1398693	309810813	221.5	0	11378	230.1346526923948	0.962479997725783	-0.05517153599160129
Cn90	NC_026753.1	1186808	263754869	222.24	0	1299	230.1346526923948	0.9656955065217969	-0.05035973033995164
Cn90	NC_026754.1	1059964	239593412	226.04	0	1750	230.1346526923948	0.9822075787175438	-0.025900140470578235
Cn90	NC_026755.1	1561994	348577892	223.16	0	1921	230.1346526923948	0.9696931661060303	-0.04439977827326852
Cn90	NC_026756.1	774062	173435111	224.06	0	2295	230.1346526923948	0.9736039200471284	-0.038593118062953125
Cn90	NC_026757.1	756744	172708545	228.23	0	1855	230.1346526923948	0.9917237466408823	-0.011989793686285957
Cn90	NC_026758.1	942867	208693517	221.34	0	655	230.1346526923948	0.9617847525806988	-0.05621403990536943
Cn91	NC_026745.1	2291499	506127449	220.87	0	1785	222.33982305934833	0.9933892946431103	-0.009568895372645459
Cn91	NC_026746.1	1621675	427593406	263.67	0	11038	222.33982305934833	1.18588742390795	0.24596706158847217
Cn91	NC_026747.1	1575141	349408742	221.83	0	2123	222.33982305934833	0.9977070096920414	-0.003311884258120248
Cn91	NC_026748.1	1084805	234846059	216.49	0	1596	222.33982305934833	0.9736897197323627	-0.03846598491985758
Cn91	NC_026749.1	1814975	395881359	218.12	0	1096	222.33982305934833	0.9810208400758601	-0.027644310578684876
Cn91	NC_026750.1	1422463	313212149	220.19	0	974	222.33982305934833	0.9903309131501176	-0.014017421219915458
Cn91	NC_026751.1	1399503	306215382	218.8	0	1711	222.33982305934833	0.984079221568853	-0.023153633018039133
Cn91	NC_026752.1	1398693	299940286	214.44	0	9276	222.33982305934833	0.964469599054958	-0.05219233093531145
Cn91	NC_026753.1	1186808	257068811	216.61	0	1412	222.33982305934833	0.9742294341134792	-0.03766652332051854
Cn91	NC_026754.1	1059964	233009140	219.83	0	1880	222.33982305934833	0.9887117700067685	-0.016378088146882686
Cn91	NC_026755.1	1561994	337704386	216.2	0	1930	222.33982305934833	0.9723854099779982	-0.040399848075945544
Cn91	NC_026756.1	774062	168816350	218.09	0	2277	222.33982305934833	0.980885911480581	-0.027842751014690026
Cn91	NC_026757.1	756744	167566653	221.43	0	1872	222.33982305934833	0.9959079617549867	-0.005915675139321151
Cn91	NC_026758.1	942867	202874337	215.17	0	678	222.33982305934833	0.9677528615400826	-0.047289426470956075
Cn92	NC_026745.1	2291499	530633277	231.57	0	1751	233.89903940952803	0.9900425439308873	-0.014437573130133562
Cn92	NC_026746.1	1621675	432634637	266.78	0	8856	233.89903940952803	1.1405775785718448	0.18976457765793392
Cn92	NC_026747.1	1575141	365506330	232.05	0	1353	233.89903940952803	0.9920947114011418	-0.011450239248691634
Cn92	NC_026748.1	1084805	247475143	228.13	0	1540	233.89903940952803	0.9753353437273969	-0.036029757510077684
Cn92	NC_026749.1	1814975	422040395	232.53	0	904	233.89903940952803	0.9941468788713963	-0.008469078346218274
Cn92	NC_026750.1	1422463	330856212	232.59	0	956	233.89903940952803	0.9944033998051781	-0.00809686600130303
Cn92	NC_026751.1	1399503	324819690	232.1	0	1391	233.89903940952803	0.99230847884596	-0.011139414074401124
Cn92	NC_026752.1	1398693	318330077	227.59	0	9795	233.89903940952803	0.9730266553233607	-0.039448767808939085
Cn92	NC_026753.1	1186808	272756734	229.82	0	1327	233.89903940952803	0.9825606833622512	-0.025381583310275253
Cn92	NC_026754.1	1059964	244511610	230.68	0	1574	233.89903940952803	0.9862374834131239	-0.019993009249125636
Cn92	NC_026755.1	1561994	358365674	229.43	0	2006	233.89903940952803	0.9808932972926695	-0.027831887942612002
Cn92	NC_026756.1	774062	178686767	230.84	0	1842	233.89903940952803	0.986921539236542	-0.01899270063502487
Cn92	NC_026757.1	756744	176404199	233.11	0	1792	233.89903940952803	0.9966265812312871	-0.004875041938411252
Cn92	NC_026758.1	942867	215611151	228.68	0	706	233.89903940952803	0.9776867856203969	-0.03255574137249222
Cn93	NC_026745.1	2291499	469150959	204.74	0	1546	206.30394141862826	0.9924192363564459	-0.010978395200062626
Cn93	NC_026746.1	1621675	385104509	237.47	0	8494	206.30394141862826	1.1510686532068242	0.20297388272060143
Cn93	NC_026747.1	1575141	324779048	206.19	0	1583	206.30394141862826	0.999447701203163	-7.970188518276247e-4
Cn93	NC_026748.1	1084805	218658077	201.56	0	1341	206.30394141862826	0.9770050858650251	-0.03356202262906232
Cn93	NC_026749.1	1814975	373493507	205.78	0	1467	206.30394141862826	0.9974603421775395	-0.0036686122302373903
Cn93	NC_026750.1	1422463	290146340	203.97	0	803	206.30394141862826	0.9886868791619824	-0.016414408489625304
Cn93	NC_026751.1	1399503	285168591	203.76	0	1529	206.30394141862826	0.9876689635634922	-0.017900519324620525
Cn93	NC_026752.1	1398693	279626051	199.92	0	11745	206.30394141862826	0.9690556497625312	-0.0453485775121114
Cn93	NC_026753.1	1186808	239301154	201.63	0	1205	206.30394141862826	0.9773443910645218	-0.03306107442163211
Cn93	NC_026754.1	1059964	216266428	204.03	0	1543	206.30394141862826	0.9889777121901224	-0.015990086415716743
Cn93	NC_026755.1	1561994	314905602	201.6	0	1652	206.30394141862826	0.9771989745504517	-0.03327574521153635
Cn93	NC_026756.1	774062	156520002	202.21	0	1916	206.30394141862826	0.9801557770032086	-0.028917038669609544
Cn93	NC_026757.1	756744	155299670	205.22	0	1625	206.30394141862826	0.994745900581566	-0.0076000464047222115
Cn93	NC_026758.1	942867	188907636	200.35	0	578	206.30394141862826	0.9711399531308681	-0.042248874280654776
Cn94	NC_026745.1	2291499	461533869	201.41	0	1592	202.78621778942176	0.9932134550147246	-0.009824289120157443
Cn94	NC_026746.1	1621675	377046410	232.5	0	7858	202.78621778942176	1.146527621721481	0.19727111221532684
Cn94	NC_026747.1	1575141	318998882	202.52	0	1519	202.78621778942176	0.998687199789395	-0.0018952146449805647
Cn94	NC_026748.1	1084805	214588166	197.81	0	1325	202.78621778942176	0.9754607692590372	-0.03584424269226246
Cn94	NC_026749.1	1814975	367443125	202.45	0	1410	202.78621778942176	0.9983420086774788	-0.002393960990971758
Cn94	NC_026750.1	1422463	285535850	200.73	0	769	202.78621778942176	0.9898601699275392	-0.014703353937563984
Cn94	NC_026751.1	1399503	280301353	200.29	0	1243	202.78621778942176	0.9876903972240663	-0.01786921136472894
Cn94	NC_026752.1	1398693	274644517	196.36	0	9836	202.78621778942176	0.9683103819407742	-0.04645853218874335
Cn94	NC_026753.1	1186808	234910891	197.94	0	1272	202.78621778942176	0.9761018384668815	-0.03489642026870476
